##ana of NCBI 16S Microbial Blast Database
##use NCBI Taxonomy Database as a reference
##gi number 2 taxid
##auther: Ke Zhang
##data: 20180725
#gi	taxid
526641940	698971
219846041	270351
219846682	52021
343205740	68286
659364484	1176482
645322495	643560
343200189	572478
566085208	910545
636559115	214326
645322224	28084
343198670	307627
566084849	540254
566085074	702744
343205839	443612
310975203	29494
444304177	252307
636559702	44007
566085351	1004304
444303806	644281
343198566	278860
631252820	75688
631252552	59839
645319549	1288393
343200254	203699
343200872	415218
559795293	92172
645321708	38312
631252184	1258
310975231	164115
310975205	1724
219857560	1346
645322594	33943
545589084	1603
559795235	1536
343200159	562970
631250986	1028
507148098	53946
631252818	453959
343200964	478114
444304036	1041809
219846252	1399
631251484	42197
636559197	270249
636558522	82996
645321775	28237
645320866	913325
343202360	1122135
645321166	1206720
631251011	231439
219857227	65401
444303842	366602
636560774	643829
631251093	1932
645319579	1279009
645322380	2248
645321450	66896
343198483	1771
636559094	582607
631253082	551990
631251269	68243
485099050	59930
636559120	225937
343198819	370524
219878417	203471
219857419	110101
265678541	195930
645320391	29323
343201046	103725
444439592	45663
265678592	90733
343202438	190197
631253060	485447
343200690	363869
559795351	90367
645321621	59737
636559264	301953
343202487	227945
444439492	55205
672238869	1167604
343198920	305
645321437	1196083
636560488	570505
645321041	993689
343202859	68194
219846271	47466
636559160	762
219857259	84480
645321714	147577
631253096	672157
645321328	1272910
343200130	33966
343202636	33938
566085066	691689
631252143	571
631252644	104269
343204539	375489
636559924	420324
566084808	469551
343203751	1336
343200239	2750
343200409	42235
631252868	199441
566085191	861111
343200478	44060
265678987	43775
343201016	1353
219857537	142877
343202857	1941
645320451	112901
566085156	1187080
219846825	60133
254971261	277988
219846343	2309
444304046	481009
636559569	47988
645322068	1658
631253188	1293890
566085558	1177826
343201409	259
219857653	190721
636560618	56
219846153	226504
343200808	395387
636559868	407164
631252509	258
343202493	93220
645321009	169427
659364766	45362
485099087	871963
566084832	508461
343198901	396317
645320937	498
219856817	69367
636559536	59840
645320053	1161919
444303919	68909
343202376	886293
645322236	29370
631253104	475937
645322269	29497
219857441	101059
526641925	349520
566084866	564117
343200408	1886
631250776	1123291
343201081	420662
343198467	1810
566084835	526944
631252546	34087
631250934	135948
645320119	356145
636559363	67337
265678703	228005
631251289	67281
631252603	54913
253680772	29527
645321830	2136
343205698	412417
343201717	214326
566084876	576131
444303841	1108
636559364	68175
636559930	421768
636559297	39777
343200885	426599
343202768	304077
602267027	2089
631252214	1455608
631250819	2021
645321470	1194090
699005403	1287727
566085266	915353
631251278	1911
343203025	335975
343203017	334715
343200719	370764
219878305	144022
343201177	206163
219846275	1930
645321297	33946
343200634	343510
507148118	634452
343206030	1121830
444303837	551115
631252406	670
645322336	53254
645321026	693
636558646	1450
636560118	471511
636560063	1404341
631252957	61651
631251793	673954
636559173	1264
343205703	414288
636558920	152335
645322466	78350
343206265	41986
343201394	32040
631251130	67304
343206054	28119
645320905	935699
343204199	180435
559795370	76802
631252902	153493
343205653	413401
343201501	119224
631251315	36816
444439392	411154
343202379	470076
219857411	93065
636560494	562729
444439667	83560
265678680	200452
228721484	266264
343206330	59779
645321376	223556
636558911	90062
566085282	1027249
219846568	33885
343202339	430676
645320163	1403566
343201781	1218103
636559205	169292
636558960	404937
636560139	119644
631253209	37487
343198868	390884
343203095	1031564
631252036	908252
310975036	69966
636560434	569857
631251309	68217
444439666	115713
566085137	1117706
631251932	1774
631252655	126569
566084990	762836
636559800	394284
659364522	446660
343204581	160453
631250804	69365
219857477	114884
645320051	680026
645321413	1162633
343205926	475083
219856909	97193
636560523	566569
343198823	373391
219878469	254357
631251938	1136880
631252871	310767
343202725	295089
631252647	110479
343204893	285447
636560274	1223548
645320144	682798
265678548	202952
265679043	87650
631251755	1307928
631252771	304207
343206322	324925
343202426	136992
631251954	28117
343198706	324854
636558420	294
699005310	1367462
631251568	489912
566085127	1087332
645322296	33920
343200438	68200
343201351	159478
343201418	1492
219856813	71388
602270591	240412
343205917	472181
645322559	84025
645321948	760154
444439628	891398
636558681	2024
545589116	1533
343202585	39481
444304249	267747
631252380	296
219846770	53458
559795399	80679
343206315	54250
310975184	76884
343205685	693216
636559212	270498
645322424	1719
636560326	517724
636560802	646534
343198785	356658
219878470	1051981
636558401	78058
631252974	1313
341588639	652
636558817	186116
645321555	60890
343199108	1123023
631252535	85698
219846390	831
636558602	1774
219846777	156978
645321849	102
631251748	821
343202708	291192
645322546	69369
645320350	1119056
343202406	500615
310975039	1293
645321087	990284
636559203	264030
636560216	490098
636559453	1261
343202430	34002
228716090	33060
219878263	125288
631252580	29449
636558709	44577
343205919	472186
219846904	69208
566085378	1038845
631252968	354
645322286	31943
645321488	1358420
631250865	84158
343202537	757
265678947	668
343205822	1129894
566084985	1008308
343203101	344884
631252159	308994
343203009	332524
566084856	1173302
219878206	83446
631251392	284031
343200530	146536
343200484	285557
659364978	103816
219856889	1336242
631252246	2252
265678803	248902
343198643	312026
343202706	291190
631250892	553973
343204155	367742
343200326	266121
566085577	1198324
636560123	1423
343205810	433647
631251243	66872
343198692	320778
631250869	330
265678363	1313
485099078	432329
566085304	944492
672239028	1178825
444303964	399549
631253084	558541
219857377	103731
566084841	532059
444304019	11
343205893	28095
645320038	114259
645322275	29483
636560223	82987
219846183	1449798
631251444	1406
636559304	67366
672238993	1249745
645320256	1681
343201025	1079
219846590	52768
343200951	472055
645320352	1071052
645322133	1454
631251122	1948
636560715	619304
636560497	564198
343204882	173856
219846619	44750
645320437	1389932
343206040	556532
695134881	36849
343202539	760
219846853	84594
444303783	114616
444439645	380749
310975083	33014
343199005	463192
219846866	74714
645319911	37333
672238998	1005667
343205704	414289
343206347	2739
265678716	245188
254971302	29283
444304117	106370
636558387	75291
694190097	37734
645320056	670078
343198518	1317
343198826	1121267
672239045	1229268
645320744	403962
444304198	234621
636559366	68174
343202445	110164
636558503	45393
444304136	983548
631251116	45398
343200447	68249
343200557	45677
265678817	325778
219857122	116085
645319802	48256
444439478	351091
219878226	99807
507148022	557723
636558639	1120997
343201553	279832
343205938	459858
343205914	470815
631252872	65048
343201085	217219
343198463	43348
219846047	999552
636560836	545890
343199015	450365
219857655	192814
343205888	59204
631252697	158891
343202995	67345
636558411	2026
219846634	144055
444303813	420247
444304245	120
636558734	116188
265679053	173
645320188	698827
672239025	1177756
470466026	253245
343206183	63560
559795188	75291
631251454	42444
219857283	76862
343206095	167
444439425	932677
219857224	146939
636558560	86957
343198486	202789
645320868	1423818
224581425	227943
566085328	979619
631252356	104098
645320400	470868
636558459	46203
219878398	34087
631251534	111803
343205989	515814
343201287	113563
219846332	1292
219856871	86663
699005382	1218493
444439664	313985
343198929	427351
219846364	655438
265678563	154347
343200312	258224
343200830	400768
636558781	42238
672238977	1332058
645320456	2378
631252550	59843
444304195	2743
219857646	39694
559795122	1377
636560450	2074
631252503	575
343199030	1122154
645319688	872115
343200457	68173
636560262	504800
559795379	1326
645322454	2287
343198490	197482
566085111	755170
343198880	1242864
566085389	1045501
672238979	761804
343202391	483012
343205192	67344
219878241	111292
343198676	311333
343206276	1150621
645322107	672
219878165	83615
645320707	667676
631252796	72361
265678358	265883
631252202	215220
631252617	1374
228718799	85991
343198982	1123496
343198973	428988
343198937	415010
265678482	29347
631251690	1218083
566085638	1276547
343201366	59893
343206253	654
343201586	285676
343206309	195064
444303875	119
343200207	59841
645321254	1073081
265678903	337
219857350	81031
645321283	97398
645319624	682979
444303918	283165
343201724	289003
566085485	1128664
631252852	25
566085600	1225127
219857347	12917
645320969	1224748
566085655	1309792
636559944	425677
636559321	285561
343198505	888027
343200412	67298
636560833	82560
219846822	82560
254971276	49899
645321250	1069987
343200335	694432
636558394	33922
343199067	494016
485099094	290339
645322318	1709
694190100	53346
219846205	259354
265678750	84597
444439481	1134405
645322266	29495
645320036	257275
636560493	562743
631251465	96345
310975016	1405
343202804	317018
645320634	180434
645322346	36822
699005431	1385715
645321287	72360
636560240	500153
343202922	1449
343202851	152141
645321666	996
559795171	406
636560612	577679
265678928	35786
631252514	259
645321163	442
219857452	105973
265678891	266265
343202174	396268
219857367	95159
703624744	1350067
470466762	880591
343202820	321269
586661435	146923
645319809	937334
645320461	1337886
343202245	391905
645319580	1128108
636558436	1341646
219846379	39841
645320708	996641
559795192	163
631251306	1893
219856819	92835
566085363	1038855
228715357	379066
343202347	488732
631252386	984
343202396	488438
645319993	1077144
586661634	1694
444439629	73919
636560072	12917
444439466	1051632
631251941	335952
343201521	269670
219878157	81858
636560207	1121000
444303888	103690
645322243	650
631251578	499555
631252304	148449
631252341	640943
265678650	160233
444303838	145262
631252668	171194
219878325	2030
645320894	935224
343201690	334253
343201169	1935
645322026	38313
444304135	67299
672239088	1348613
444439613	905
444304106	1861
343200837	1393
444439475	133539
631251168	67373
265678607	550
343206283	46189
265679060	33044
265679022	50338
343200777	387661
631252592	104609
545589151	998
343202834	717959
636558412	96345
631252519	34086
636558863	33935
636559449	33037
343200702	365033
631251145	67270
343201498	258505
659364471	490
636559207	265730
631251876	742817
645321406	1156576
343202310	421531
343205783	1226757
636558910	50728
343202808	318425
636560086	82541
566085531	1208607
631252435	104098
265678610	105841
228715358	2337
672238934	489632
631251851	714537
343200567	298163
631251702	626937
631252021	872965
343202917	324602
343198625	1211035
636559541	59893
645320938	1384056
699005370	1162717
566084978	992289
631252830	404236
645319531	997349
219846503	553177
219857527	546271
219846519	33025
636558507	1353277
343202889	1922
631252321	64602
343205988	515326
631251996	1423781
631251593	357760
672239126	889306
672239055	1268041
631252689	237069
444303996	2350
604013994	2120
265678733	147645
645320903	927083
343203853	364901
548532727	1924
645322494	2020
566084886	643568
219846441	749
343205638	584
343202611	354246
507148038	261302
265678742	177413
265678804	248903
343201656	576611
219857229	66347
343200184	1121874
566085209	870908
343198770	351671
219846168	252966
636559441	662476
444304021	1111069
219878352	171383
343202981	285564
219857502	121735
699005359	1073325
645320312	1354262
645319830	437900
343202403	498367
631252025	878213
219857290	81464
219846515	438
631251764	663386
566085244	910540
485099063	1173026
219857180	218284
631251007	1393
265678834	77635
645320690	572419
343206236	1456
444304023	1534
343205664	411235
636558806	332101
343200145	104100
631251433	1396
636558776	66865
636559776	1823
645322357	1833
631251193	68284
343203092	824
343206356	58137
219846334	42859
343201343	44935
566085141	1129133
645320248	709343
636560453	1004165
265678677	119978
343198525	256731
672239072	1291556
645321866	198
566085398	1052260
219857173	204470
449372079	28235
636558951	390242
343198753	346665
343201487	254410
636559114	339860
559795105	182220
228720938	446465
343202944	28025
310975041	1284
343205656	405555
219857258	43354
636560256	505341
343202278	402884
444303926	314225
265678333	173990
672239006	1034345
310975193	2434
566085454	1070870
636559195	58343
444303846	160791
343206369	45070
343206217	2064
645321959	46177
343200861	412690
343200373	47761
636558894	60890
507148013	634500
636558759	114692
343202477	71518
631253037	158852
559795304	544580
645320430	1144477
636560562	572036
265678342	1206721
343202303	419475
631251685	795797
636560373	1281
219846179	245294
343201618	295068
559795108	83983
219878481	1957
645321764	719
636560372	538382
219878335	169760
343198726	332174
444439448	522306
444303817	547558
636560846	558541
645322473	1121946
343202783	310779
631251574	33027
343200171	132608
219846478	58354
699005429	1408155
343205842	444444
343200821	397865
645321587	28898
645322573	1814218
310974984	35793
219857512	160385
636559764	228602
343201660	317010
219878372	178774
343201664	321318
645320828	903413
566084803	410840
444304142	79329
559795244	393921
444304155	1565
310975166	36820
219846626	288
636560449	33911
636559577	47849
343200183	139207
636559582	294
636560407	559315
636558617	1272
636560439	1195246
343202535	755
343199056	559625
343200463	58344
558508583	664784
645321863	1503
631252764	266121
631250908	1869
219846125	220753
343202464	33069
444439725	64160
631252541	398
265678346	227316
631252636	74313
672239051	1109010
645322093	1139996
645322252	659
566085653	1305674
645320049	664691
566084783	754435
343198834	376489
636559920	1212764
219846543	29363
645321824	347256
343203923	365346
645320421	219742
645321469	1193682
219846479	59298
219846407	46175
265678447	93218
631252815	1223521
254971242	267368
219846767	54006
219846791	56459
343201057	2107
631251204	38314
645321005	159450
444439489	155077
343198488	196367
631251601	547055
343202257	395600
343205801	433657
444304024	2148
636558820	515897
645321654	670
645320941	947969
219878343	138336
343204387	370979
566085015	658267
444303798	187303
636559727	67338
636559104	219748
310975086	36745
631251380	66894
470467575	419665
343205682	413500
265678360	60893
566085330	995059
219878482	68185
343198904	396812
636558501	157339
631251647	582851
343200637	147453
444303897	55148
343198689	317015
343198427	121039
636559408	508460
672239124	36842
636560549	570277
343201483	249406
602269309	228
343200402	67326
636560061	472582
631252146	584
566085097	744873
631250778	1123291
343201705	345342
636559895	485907
343200979	742743
224581447	40990
645320401	1389935
636559465	28212
636559087	195522
645321443	1392540
631251091	66429
343202600	887327
636558809	186761
645321336	1109741
645319857	1037377
631252612	77008
444304164	28123
265678580	61598
343205887	59202
631252360	1080073
645321053	1069221
636559035	184067
265678529	176090
265678767	243956
636558739	63363
470467411	83984
343202551	334543
631251956	753702
265678517	159291
219846120	216944
343201111	123812
636560552	570520
631252151	29385
645320961	324617
631251803	1423744
636560390	494026
343200779	389480
645322309	272562
645320840	755308
645321240	989403
343198771	351672
444439648	1162668
444304158	158
343200110	86174
636559864	2371
645321069	1007516
645319871	53378
343205873	449463
219846581	37916
645322429	43768
310975127	458
224581430	187137
645320698	1196653
631252236	224402
636560504	562959
224581406	112002
631253166	869888
470466091	160233
343198996	441616
636559653	351656
343202341	444515
219846388	42471
343200407	1972
219878408	198832
507147990	591365
636560299	515350
636558406	80867
631251032	140100
636559412	996
636558533	150336
672239115	1392641
219846066	169430
636558950	164338
636559665	398720
343202677	285258
343199096	547461
636559275	29488
636560257	502268
343201178	150033
343206274	43656
631252784	341470
636560815	648780
636560760	630514
645319948	659495
470466498	600809
636560547	570278
645320235	505317
631251633	573564
343200746	68272
343199039	475979
699005409	1323361
219878192	82991
631251409	105422
343200510	284032
343202405	500610
343201146	37332
645319708	96565
636560719	1307452
636559549	47877
636558443	92172
559795228	52441
631250961	2278
343200799	393003
645322330	53972
631251984	1229494
631252095	274
631251682	1236502
636558665	52242
343201232	85583
219857516	128780
219846426	48003
645319766	1543
507148150	140
636559590	53359
219878390	36814
631251776	247
444304222	273376
636560524	633415
631252185	1260
444303930	290318
219857228	65786
806984265	70771
631251844	152
343206016	543615
566085180	767787
444439689	940
343198944	396
343201545	278991
631251047	1957
645320655	43928
559795123	59201
636559575	53366
631251541	480071
219846196	254759
219846490	1770
343202709	291193
254971308	368454
636559504	89018
343202458	213224
219878244	102226
343201502	31973
566084834	510515
254971273	71997
444304251	334413
645320953	125614
636560337	525917
343205710	644651
631252971	426599
219846351	844
645322188	238834
343200932	454156
566085570	1196024
631253111	1125966
636560029	67255
645319648	1069
659365088	1404244
631252606	59841
219846240	34018
636558579	2127
343198821	331526
254971301	57705
343200505	285569
645321002	391038
265678476	120963
645319793	186116
636558808	32013
343202774	313007
444304124	33952
265678781	83984
636559795	266762
343201234	89014
631251857	1230459
219857368	101489
636560286	862517
672239084	1346290
631251950	748857
645322208	29318
631252956	83655
343200332	266128
224581433	46127
636560127	96241
566085215	877384
343202753	314236
343203179	348842
645322442	42565
631251860	544581
645322308	36839
636559898	257281
636559605	67294
645321425	1173583
265678518	168275
672239062	1282885
219878177	78398
343203100	344883
444303901	913
636559069	162292
631250774	935295
636560198	688
444439638	575788
343200250	200617
558508605	639310
228718578	261964
631251557	82688
636559781	1822
636559558	33052
219878436	212667
310974937	45495
343202473	39441
343201092	2371
645321408	86664
265678957	33883
265678380	137732
219846199	255984
631250916	118127
566085221	875041
659365190	195522
343205690	412438
631252010	871327
631252682	151894
636560826	531816
631253066	490189
343206017	544911
265678654	127458
343206278	45248
636558866	630
343201257	1660
444304113	499229
636560184	472695
636559545	1590
265679046	84029
485099109	1208922
631252323	123783
631252396	1335
631251119	52259
645320074	915
343200229	1003
343200678	363832
645319655	728066
645321324	1101402
343200459	68179
645321134	142834
645321474	182337
645321658	1338368
343201411	37637
645320754	75922
645321595	650054
444439485	321314
559795134	1114980
265679006	2014
645321803	43617
219878443	94
265678630	138300
470467724	717785
343200787	392015
559795297	1202450
645322575	44009
659364590	34003
631252427	180198
343198608	926551
343203043	341036
265678658	886379
566084892	630995
636560339	524290
343201133	935942
636559804	83462
343201410	1478
343203003	285556
602270698	1624
343198698	321662
645320449	112901
219878159	82376
343200428	1936
265678706	230088
631250793	1166073
310975129	35517
631252119	285729
645320413	40214
219846090	592028
636559765	1206721
636559420	29533
343201465	237610
343201400	184067
343202357	453581
343201782	373681
672238948	639240
636559552	317
343205712	582515
566085469	1109740
631252787	266061
566085550	1169913
631252098	54565
645321368	1235480
343199014	450380
265678663	184748
566085118	1070421
507148076	145259
343200333	266130
631251946	1208313
636559369	67281
636558664	95172
444304060	33990
645321704	38310
645322194	1550
219857460	51783
343201668	1590
219846737	52689
343200972	481723
343205705	423477
343202463	1887
310975045	47884
343206024	555059
645322353	36823
343202934	28887
636560092	985079
645322400	1711
631252721	1121931
645322291	76726
645320640	856731
470466381	2358
343202491	443152
343200969	481719
636560230	496831
343206317	399550
343205946	487319
636558877	1936
444303960	167964
558508625	614671
310974982	190967
566084930	655015
631250981	372787
636559934	419940
645322595	1484
636559345	1955
631251915	553174
343201476	329936
219846578	33871
219857609	176598
444303854	364410
645322555	573
631251693	620910
228719040	323097
636559314	285562
645320213	702384
343206327	1121419
444303843	41431
265678718	249409
566084840	551988
631251485	442969
265679015	54010
219846190	252597
631251858	662479
645322304	1557
631251843	314319
343202758	300560
636560292	529731
631252679	1218073
566085535	1184706
636559712	66892
444303905	197221
636560406	547163
219846673	53342
636559417	987
219846611	36818
631252908	75659
444303882	309887
470466445	1202536
343201186	797303
265678438	100134
507147991	936154
645320221	192
645322404	1322249
219878116	200475
566085157	1190417
631251548	163604
636558940	135461
343200258	28034
343206349	80881
343206237	1458
636559527	51101
679034646	1355
343198647	298657
636559067	158891
645320398	1117041
645320042	1823
219846599	1677
636559052	529374
343198900	396013
444439614	1090974
343206191	45629
636558386	75290
444439472	455632
219857522	134959
631250896	78259
265678307	111955
507148002	927666
636558735	42684
631252986	659
631252965	48076
219878290	137265
343202373	460257
558508608	623280
444439695	203907
444304088	198804
343202552	254954
219857236	71171
444304256	153948
444304123	191579
558508609	530584
636559715	68216
343200775	981
219857533	1094491
343202966	328224
631251075	1909
343202504	253239
559795305	47671
343202574	728
636558956	70997
343198906	398036
470467260	360106
507147976	1423
265678469	111501
343202322	427072
645322635	46540
219846358	518
645319543	44933
672238950	1507808
343198816	369798
636559349	66374
631252837	415996
343201424	28122
343198911	402384
645322106	670
219846186	252230
636560651	587738
343205806	433663
507147979	881621
636560638	582475
558508597	552903
559795390	83565
343200955	477666
485099070	1173027
645321530	387094
631250873	53408
343201570	284030
343205996	522319
602266978	1657
219846846	182180
343205609	660513
485099115	398
343200948	467974
636560637	576784
343201627	300029
219846942	53412
219878462	237017
343202613	287478
343205629	1230453
645322407	60443
566085510	1165689
636559147	668
636559743	380674
219857246	74386
672238933	1035353
566084981	992267
566085455	1133347
343206133	547558
645322202	990998
343200933	454144
343202555	255457
566085233	981384
631252927	39844
310975147	113288
631250844	39960
636559869	260554
631251134	67353
310975244	74329
343200842	404366
444303894	43989
645321966	46187
636560809	59505
645320013	290231
507148045	84030
645322477	33035
636560288	512349
645321954	45611
310975050	1841
645321325	1035184
219857586	169669
219846176	47157
343202336	440482
566085290	935700
631252199	65958
636560333	522485
444439437	62977
636559337	66870
343200840	133448
636560679	592051
636559013	474949
636559116	180957
636559537	59843
631251622	154117
636559563	59846
228718030	84378
444439589	1413
343200194	797114
343199138	782
559795227	44576
566084960	887469
631251874	1236512
631252031	157687
631251262	68207
343201638	479430
636560788	639004
636559312	29305
219846712	121428
645321786	39481
343202386	478441
631252160	1008307
507148071	228908
265678573	84962
559795209	150
636558904	328415
645322547	69363
444439556	182210
265678546	202955
559795301	13689
566084820	417292
636559633	694434
636560135	474394
659364790	1196083
645322613	1952
444439599	580165
219856814	1329
636559551	46680
343200085	35792
645319587	654447
566085607	1234144
343201510	262898
219846596	1670
343206292	145854
444303826	342108
265678443	108003
631251499	115433
631252228	223182
343199087	512762
636560350	528244
645321890	738
343203076	1262470
631252426	64969
636560003	701041
343198755	342002
636558571	202948
343203035	337250
566085581	1210524
566084889	630973
645322233	29367
636560863	1031542
566085530	1157498
219857534	135735
343205956	490979
631251024	247486
631251519	472056
343201467	237612
631250973	1492
631252880	55211
219846197	258533
586661749	45461
485099056	29288
343202420	512383
219857289	93980
645321061	996166
636560776	632935
631253189	1293891
631252468	33987
566085376	1036677
636558827	209080
631250895	590168
631250825	55969
343198744	32016
645321390	339860
343206305	1048
566085448	1084525
645321169	290231
343199098	1032238
559795311	1276220
219846370	2148
343200555	290589
636559840	252302
645319977	661398
343198419	113653
631250960	164393
636558986	571256
219857192	229155
645321842	450
636558878	41985
219846366	37450
228719312	47055
631252153	1141106
645321717	95162
636559777	114259
631253086	1223530
343206196	190976
636560398	545243
566085286	933940
265678317	122355
636558580	171288
631250811	61648
265678985	350058
645321237	437163
343200739	88075
559795234	648
310975164	79681
631251706	629485
631252728	1121865
343200481	68174
645321483	220684
672239116	1450165
444303995	1517
636559522	1467
645321369	1129897
265678874	35769
343205641	401976
645319604	659251
645322038	1457
310975217	102134
343203042	340467
631252366	1019
265678451	95160
631250759	39498
636560816	648782
631252583	663
636560736	634771
631252740	154621
470467061	227377
219857209	265546
343201709	46680
444304194	984262
559795313	665126
636559612	173860
310975032	1184609
219857416	94255
265678435	42197
631251970	56464
343200658	354240
343201441	55565
545589039	39480
636560408	1048
631252936	55508
444303880	1148
566085339	988821
219846899	84024
343201033	60552
645321494	1196353
343198978	626223
343205841	443616
645319526	600645
645321716	33008
631251525	1218173
343205182	380629
343202414	505694
566085583	1215031
219878147	76594
631251611	555573
631251718	647381
219878261	120956
672238994	1249745
566084918	598609
645320126	1156986
219846107	216931
566085084	714159
636558740	153730
566085564	1181884
343204976	67581
659365106	106592
559795191	1539
636560595	578214
566084800	883812
470467276	1534
343200445	1895
645321207	244596
631251495	1606
343206301	47866
343198650	301953
636559228	1462
507148102	2434
444303852	264203
559795367	28092
343205631	404941
219857291	1286171
636558426	33069
631253173	1285191
343201531	272775
645320582	660470
343201407	984
631251756	657017
343200307	257275
219878194	82981
343198499	209389
265678429	84982
485099053	102235
631251491	449663
343202408	501483
444303971	785
444304157	1163389
343202955	81569
631251535	46203
343201691	335286
507147981	448385
310975078	1476
631251429	202750
631251370	363865
636559524	1206781
645320195	886464
265678740	169480
219846859	71999
631250902	113563
219878217	95548
343198639	293371
343203394	353156
343205709	415721
310975019	171121
343198563	1005994
636559725	47761
265678994	47312
645320031	132249
636560735	634770
343206199	47839
310975101	2001
631252634	999
343200155	1202962
219856896	88362
343205659	999547
444304010	290402
485099073	1069642
636559791	395936
219857643	187980
228715897	416591
219846042	270350
507148006	498217
631251893	281920
219846916	88139
343205796	433840
343204334	370973
631252138	33962
343199032	1366
631251986	792649
631251517	1313172
343201127	281091
636559246	542
507148085	469382
219846938	44032
343206008	531310
636558768	1969
645320804	1403343
631252354	178900
343200274	51173
343202669	280483
219846753	1996
645321518	927655
265678991	28187
343203968	363631
219857536	137778
228715356	147207
645321000	252970
631252493	2117
219878368	174038
631252459	81447
265679032	393595
636559657	349910
645320111	209247
470467859	357808
444304092	467705
566085380	1071983
631251180	173862
343201611	1178544
631251365	363844
343201233	269709
559795358	2114
343202383	475957
636559351	68182
219846203	260364
219857343	96241
631252846	71388
343201236	73010
219857407	99675
219846600	1676
645321286	1328
343202329	431059
631251761	1223519
265678367	480
636560743	1069083
219878356	120377
343206229	1797
566085394	1048357
672238989	1367506
343200709	358
310974969	83557
343201079	111797
631251734	47678
636559917	419650
343201306	79909
645322027	25
343202351	580026
219846234	1121931
645321891	720
631251626	566293
219857627	184756
310975196	75985
265678325	153494
444304016	40542
645320234	109472
566084935	709883
645320738	403962
343201141	1824
310975182	94138
265678615	119641
645320643	860235
343202506	184250
636558570	317655
636558392	75985
343205995	519977
343201481	249351
224581434	180
310975255	50715
507148175	1006551
636560069	40837
343205759	1121284
310974910	236
219878150	888727
343203913	391735
343200769	381741
219846443	51362
265678806	257003
645319967	190304
343200477	96101
636559344	1903
343200238	694427
343200342	29428
631251684	1291764
631253002	332411
672239065	1280598
265679004	45243
636558897	536
343202417	394964
343198631	290335
343198971	555088
558508561	613197
631250883	86193
558508582	588604
343201292	29503
526641955	1335746
645320613	763782
636559386	67362
631251363	363840
636559361	68193
219846427	35752
219846381	74829
310975142	1406
636558888	850
343202765	302168
343199077	520764
636559400	68201
343201550	337005
343198549	238836
566084860	555883
343202280	404580
444303797	921
631252479	114885
444303860	33072
343204243	369822
672239102	1398496
645320911	487698
343201228	83231
219857372	99594
343201331	1254
343201268	53254
228720667	52226
219857439	129578
631251177	443255
699005410	1348852
343201946	208958
636558848	31959
672239032	1169025
645319879	244292
645321511	1217969
343200700	364763
219878440	216463
343205178	380628
219857125	122960
343205843	1121372
631252517	29529
631252183	84025
631252446	181658
343202733	309888
343205784	1226758
219846477	58352
566085321	1036181
806984262	99007
636560168	477641
645321321	1114964
343200741	235986
254971290	301967
343202691	287844
636559940	1121084
343201565	35619
559795307	384636
343200153	110500
343202571	889204
310974965	1285
219846805	583357
343200579	307121
631251666	387343
343202564	39693
636559784	209247
636560623	161920
343201317	28169
631252584	680
631250817	65509
219878379	179995
485099124	416273
219846416	46164
343201371	114686
645321874	726
343201006	59602
343200910	441112
343198992	351605
343204994	67384
343204628	375761
631250951	523851
566085417	1069813
559795353	487
645319835	1247191
636560652	587739
645321379	639282
343201614	293552
343200943	458204
672239058	1440509
444439577	300267
343202743	273251
631252121	645466
343205908	480035
631252508	28454
265678820	29408
566084952	872983
343200240	335406
444439683	1643
645322050	1954
631251573	269670
343201786	29529
265679038	74348
343200550	290231
526641939	1125630
645322230	1493
645321362	1126237
636558957	70998
645320378	86957
343199112	561965
343200384	67328
636560608	576944
636560601	575193
636560291	1641
645320687	401053
631251229	67349
636560305	516965
631253187	375175
343200942	460870
559795341	158877
645320513	865
343202328	431058
631251658	797303
661903069	1513896
343201712	60519
636559967	433659
631251850	310300
343200554	290588
310975087	169679
219857178	212403
645322171	375
254971275	53952
566085169	768528
265678410	80882
343201363	170367
636559253	291169
507148087	679901
343199119	616951
645321074	1074311
343201594	287990
219846584	862422
645322367	1697
631252905	45677
219846786	55504
631250989	189966
636560391	494026
343201474	333367
343206232	2757
343202601	283169
559795257	745369
341588636	651
661903059	225345
343200263	212020
343200262	211669
631251052	66377
636558417	587851
631252674	191770
343198671	308994
310975052	2045
631251911	840
343201338	252
645319658	170367
631253005	392016
265678796	103892
343206138	937775
343198532	638
265678786	229486
631251008	225625
631251846	710190
631251404	229486
343206035	1049
343205779	882080
444439605	903503
559795190	1052
343200659	354243
566085179	766895
645319842	993414
219857235	67774
343200242	192904
343201759	367190
343205985	505250
695134883	36849
636558802	76021
636560117	481137
343200137	34015
343203016	1303681
343198657	317664
636558923	94626
343200310	257440
631251070	67297
343200173	1215098
219856852	72806
559795241	40991
566085451	1147123
645320089	865861
343205939	56
444439417	2051
645321211	1048394
558508563	649198
343198553	675635
343201490	255042
559795385	488447
631252142	546
566085520	1155722
219846545	393921
559795350	221276
645320731	871664
485099058	1193729
645322260	676
219857126	1457
343200288	231438
636558852	246167
636560610	1403343
343205944	488549
343203015	1123022
645322060	521096
645319791	186116
631252084	930973
224581429	164330
636560534	635203
636559775	37330
343201381	173365
265678723	256323
526641937	316
631252270	261290
631252364	45243
470467465	273119
631252342	1230460
343205896	475254
343200923	1605
566085341	1071886
645321191	1356243
699005397	1267769
444439505	399741
631250980	306281
636558534	192731
219857508	123841
444304244	557598
645319804	261685
631252769	365590
507148080	839
636560705	604089
