##ana of NCBI 16S Microbial Blast Database
##use NCBI Taxonomy Database as a reference
##gi number 2 taxid
##auther: Ke Zhang
##data: 20180725
#gi	taxid
559795342	80746
219857250	39844
636559227	1422
631252231	43928
645321197	1038857
444304225	177416
636558460	90909
219846432	48467
343198426	152573
343199036	455361
224581411	256324
631250965	66347
631252558	64974
485099093	44255
343200108	86166
265678980	156981
645319878	487521
645319728	908941
343198435	2149
631250919	1423
645320171	690585
343202325	1121952
631252331	88724
343202460	343517
343206319	50718
444304072	1105110
219846446	51365
659365258	614
444303792	349307
444439677	313603
659365309	365617
631252110	349095
343204735	376815
566085229	882440
645320704	864069
526641935	936139
631250939	113570
343198796	360241
631252874	101564
343198833	376470
631250766	540251
636558931	935557
645320975	179879
343206326	157109
631251688	1218083
219846918	123239
444303867	1111676
559795243	266762
265678809	260811
310974940	96229
507148052	872331
343205579	392597
566085646	1285929
343201097	988
343198646	298708
636559512	29488
343201583	284042
559795284	2262
566085484	1128677
699005454	33931
645319651	715785
343202903	1087
636559319	68191
645322417	39777
661903048	1513898
219878118	206665
636559873	441769
645320872	930854
645320267	722472
343206045	2754
219846262	525
343200493	68208
631250890	1616
219846259	33998
219857659	205844
645319692	1086
631250875	86186
636560466	558155
672238972	1296538
507147972	716540
219878164	2208
343200852	407974
631250966	1451
343205848	464995
343200747	75292
645320228	706584
631251291	53451
631250786	1122947
645319847	999183
645321003	41899
343200492	68204
507148101	1217908
444439653	404589
645322063	1843
219856860	76637
343202335	436231
645321663	996
645321065	1076550
631251909	1122984
219878289	28210
636559903	28044
254971235	130048
343198550	1261
631253207	28229
343205906	479117
645319964	665099
645322081	2751
470466227	1114965
694190096	44009
343200612	365591
631251995	866807
310974944	1638
343204177	367474
631251605	549003
219846660	45495
636558448	43304
343200760	376805
343200213	180197
343200819	398052
343198661	306543
444439410	296591
631251572	33018
631252204	1055101
631252717	64642
566085142	1137988
219846342	2698
310975132	37329
636559381	67313
310975117	70258
636558697	133270
219856863	83338
219846160	228958
631253015	436516
631253159	931585
343200101	182779
343205811	433641
631251671	29284
224581419	230091
645322031	1837
343198794	360293
645322101	1355
631252349	1236503
343201393	1333
645321864	2377
636558999	432296
444304098	572546
631252457	84
343202897	28212
645321407	1408
219846085	198815
636558883	53399
507148105	266779
219878167	83619
631253149	1227734
444304039	936456
444304163	186192
566085230	882444
566085176	763065
343206153	774
631252822	280093
672238931	434084
636559671	1346
343205948	487318
645320769	1051649
645320554	1406
645322135	1393
645321691	40516
645321576	28197
703624748	1350067
310974915	44676
631253195	29348
566085435	1079179
566084909	650891
636560775	634290
645320735	403962
636559418	867900
265678887	52131
645319553	633404
444439595	59201
507147962	412963
265678507	148604
343202359	453584
645322653	33984
645320688	856736
265678366	476
636560823	650004
672238953	1293052
636560192	482825
254971306	63740
636560062	455360
631251907	470565
659364740	1196095
343198887	394096
343206010	536979
358331484	52699
645320108	53432
602270486	84037
219846707	585530
631251196	68570
343202817	1565
645322087	1804
659364922	680
219846106	221126
636560812	648895
343201076	53366
636559854	89184
444439621	339
343198757	342230
699005329	413434
636560857	573321
659365155	36746
265678976	52227
265678689	208602
566084976	983873
645321019	28141
343202807	318424
485099116	1278073
645320750	869814
631252724	54062
343198876	393538
636560862	1189612
645322082	114
219846587	76489
636560111	463200
343201301	46204
219857181	219707
343201121	630
343200851	407973
310975186	77007
343205854	447422
254971292	312540
310975198	285560
645320742	403962
636558958	401471
636560251	482825
444439486	62928
672238990	1464070
343203986	365617
645321274	53446
548532742	1166948
265678986	43774
343200187	201094
566084863	560556
444439574	216895
566085335	995038
636560458	554308
631253071	512643
631252039	470
343200950	472059
566084850	540747
672239080	1307136
636560526	591962
219878174	89784
631250808	162426
631251469	334858
631251537	35622
219878249	114090
253680761	121719
343202982	52258
219857569	158891
219846191	253160
343200354	270495
343206213	150146
645320006	480036
219857376	43355
636558932	384
444304189	39485
566084961	889792
559795366	481146
631251016	33942
444304236	1138382
672238918	326475
636558942	13689
636559438	28454
636559798	395923
310974943	445987
219878196	82985
254971270	373386
645320759	870967
343201096	644357
219846932	44752
559795217	186116
636560078	1009852
265678866	2714
343201785	376807
636560473	146819
228720330	272568
310975009	33878
343206189	45361
343201380	146829
636559991	271848
219846553	79884
636559018	478448
219857490	117209
343204873	67319
343200116	28097
343198750	340956
631253117	649762
265678471	115433
631252265	293091
343200496	68211
507148142	457425
343201480	248452
444439578	300268
559795253	706585
265678309	89152
219846807	57498
566085652	1306154
444304199	395495
631252099	396317
566085358	1028746
310975276	46177
219856879	863372
645322190	1402
636560626	321318
631252167	1017351
526641926	452659
645320411	29430
559795360	53558
219846586	33898
645320181	425005
343205754	420403
636560079	80866
602269362	2143
636559411	29529
343200109	86170
631252758	1280
631251721	648567
636559059	152331
636559252	68173
343198765	347535
310975105	159728
645319665	759620
631252281	416348
343206308	421628
343201401	184870
254971335	72612
265678395	71667
645321112	1028749
343201600	290110
631252218	175632
343201738	358687
219846360	520
444439569	442563
645321917	56774
444439452	413888
343205755	420998
631253221	584
507148096	990316
343206264	33921
526641936	1017264
219857111	113559
343200149	82374
219846189	252583
645319883	1784
343201675	331679
343201466	237611
343202384	476529
219846828	84136
645321027	1051646
636559509	46204
631251260	83383
645320960	73010
444303789	278148
254971319	38024
566084792	185678
636558393	37816
444304087	1488
254971280	175631
343201104	126734
645321451	66896
219857388	99481
559795212	2376
444439561	14
631252379	44250
559795223	84633
645322519	765909
219846328	398512
645322496	1643
645321210	1048396
343200882	419590
343201653	311460
343200185	155975
265678383	67825
672238935	522468
659364701	38305
219856872	86664
265678424	94868
343200667	360411
265678631	140057
645319831	947378
219878397	34086
645321175	356145
343206359	44753
631251958	755139
645322131	1218173
631252886	86666
631252523	246
265678642	156203
636558837	28045
636560188	487049
645322331	59201
631252904	72556
219846192	258050
645320331	570505
645320446	112901
444304110	128
343205713	418223
645322128	654
645322422	1724
444439696	28232
444304043	945712
645319619	678932
343202853	66871
636559754	390270
645320172	690417
219846119	216943
265678392	70996
631251228	1951
631251212	47761
636558981	31964
699005438	1457250
343206258	28133
343201592	287609
444439441	1005048
636559455	29409
219846054	157228
636559948	445709
343201249	71657
636559719	68043
343200518	67363
636559211	1450
631253098	670293
645320272	728004
343198448	2098
343201090	106413
636559049	552535
631250952	72803
219846245	1086
265678418	485918
343198844	381306
645322563	84032
343200083	102684
444439584	57046
645322212	35811
631251951	748831
310975053	70863
310974896	40041
636558595	60454
631251340	307120
444304104	537021
444303945	94254
636560791	284581
343201159	1823
219846053	157227
631251054	67255
631251645	582855
343198800	392333
219846564	2036
343202548	261477
343198871	1121929
343203031	336820
645322506	29401
219846766	54005
659365176	1639108
219846878	82805
343198910	402385
636560429	316
310975034	1991
310975018	102148
219857254	81857
602267024	2115
253680771	95149
444304026	1041504
645320377	86957
636559085	960
631252483	29561
586661343	1625
645322664	40215
699005391	1229656
265678431	84110
673541011	520043
265679055	29522
636560459	556325
343202575	260084
470466427	2724
219857650	200624
343206231	1639
566085397	1037355
253680766	190893
343198599	28197
219857349	81029
636559693	1230457
631253090	586416
343205734	1306177
672239029	1169025
343199126	2704
219878311	157592
645319689	1423751
265678354	1235558
636559218	1334
631253142	1206817
631252862	290306
343203107	346182
631251358	644651
343198536	240169
631252775	128785
343198507	188789
631252115	1437610
631250944	817
645320247	80869
645321161	442
636559876	666
566085594	1230389
645321514	1227739
631253020	676
631251796	676199
631250972	195103
219856836	64972
566085128	333725
645319997	666509
699005326	1472417
636560514	564710
343200849	407226
636559767	95162
343200374	1898
343199113	561966
645321639	548
636559999	1038929
343198623	284582
219878250	117503
343202605	284570
265679045	78329
566084847	538194
358331483	1844
558508593	664640
636559996	443147
636560515	1110392
343198838	379895
219878293	141451
636558573	670
219857124	121608
343202295	415242
343198883	34
265678938	29357
343201047	39846
566085452	1095914
558508632	657276
265678793	225917
265678992	47304
219857598	171287
636558419	84158
636560383	542833
507148005	552526
645322287	36740
645321149	65958
444304217	29405
219878299	665004
636560060	472583
219846055	157225
485099072	482564
343198786	356659
219878477	68259
631252652	146476
343198861	388280
699005445	1041768
659364904	1329899
343202582	248315
566084896	638619
219856824	548
343202277	402883
636560167	475937
343205688	417745
636559311	1940
645320618	795644
636560730	515361
636560282	505249
645321478	1197477
566084955	887452
219846076	79264
636558858	28038
343200542	1905
343205924	475088
631251036	29427
636560050	419007
645320908	931089
636559835	245188
636559139	235985
636559732	67370
636559403	55404
566085064	687846
444439416	63745
645321180	248552
631253027	46679
265678503	717773
343200646	345592
310975121	33941
343202926	294
265678298	84632
645320464	1337886
636560576	285557
343198648	313439
444304215	37692
444304078	168695
343198961	1204727
631252448	43263
444303907	1229
631253014	442733
265678604	108528
444304091	821
636558853	296199
645321777	28227
507148007	1148157
631251687	1218083
645322587	29511
636560574	1886
265678683	67299
343201279	37331
631251041	731
343205067	68243
631251464	258723
343205823	438744
636560025	485914
219846158	228956
631252754	311333
507147994	880
219878273	108981
631253007	392012
631251239	1896
265678745	191390
526641950	68202
636559180	250
631251118	68217
343200622	332095
507148097	1229908
219846729	53423
636559779	37332
636559631	694434
645320092	165813
310975168	36821
343202251	394098
265678622	2378
343203083	342944
343200672	359365
559795286	467174
695101852	56438
444304181	1564
645322059	2055
631250921	103837
343198824	373675
645321608	1384049
343201689	333965
343200196	59843
559795114	1532
219846881	82788
631251432	1423
444439733	695560
645322378	43659
566085298	941986
636559904	66872
645321097	1130819
636559481	553611
470467764	570267
343201263	28449
645320647	869888
343205826	439611
636559478	33884
699005392	1247518
219857479	114886
645322659	480035
219857517	128785
636560516	565442
636560605	575194
343200394	66870
219878442	217067
343203020	333384
343201547	279813
631252474	2120
310975095	46467
444303781	774
343200907	438751
631252122	1236516
631252779	408657
444304129	350054
343200736	371722
219846493	860
265678772	225844
631252809	364764
645320099	674079
265678769	225326
636560804	645597
636558901	471
636559241	281375
343201701	343013
444304007	134676
219857594	86660
219857199	248906
631251696	763034
343201561	283877
265678409	80883
645322605	44576
566085648	1286148
645321628	1300035
636558906	1672
636558405	54067
566084826	488454
645320037	228596
631252938	135719
219846494	1779
343199016	450364
343200255	198706
343204907	66428
444439724	291272
631251261	68197
343200993	693075
631250827	33883
636559965	449973
631250782	1122947
343200689	363854
343201631	300419
631252969	353
343202449	202261
559795163	2139
636560130	1452
636558936	991
636560048	1184267
566085593	1227949
343202723	293890
636559799	394230
343200269	203404
566085372	1041641
343202799	313368
636560137	39774
343202382	657308
636559830	282197
343205775	424799
631252675	1681
444304077	28049
507148111	387343
645321828	81459
343198680	311235
343202920	54910
636559073	102148
444439594	696748
645320974	28092
343200309	257281
444304049	33992
470467141	208216
566084973	1036778
559795298	1498
343206383	40214
343202983	285446
310974897	67574
645322511	56361
636559497	35755
343206048	28135
645320194	481146
636559882	28141
631252383	587753
343202904	359
444304230	43669
343200582	307521
470467305	475088
444303832	366394
645321348	1134687
343200201	1212764
343206106	991
219846780	1002805
636559083	189691
661903060	1511599
219846439	51048
343202879	67349
343202542	244735
558508615	570936
645319755	1544
645322655	1843
645320912	66429
343200880	417574
631251373	29447
265678535	187328
444304035	35790
343198527	239498
631252676	28101
470467832	579137
343200957	478105
444439746	859654
219878151	209882
265678811	263378
219857149	698762
631250787	1122947
636560208	488212
559795340	83655
343205930	480996
219846653	48729
566085184	860243
507148132	1163730
219846402	46171
631252838	171437
631252683	1220589
343200877	415421
265679036	62763
636560475	558271
645322348	43769
343201539	53462
631253000	244734
636560770	632140
636560019	451513
631251316	66879
219857539	140626
645320800	873191
631252609	76980
343200773	384613
343202404	498371
343205036	67258
343202306	419479
631251964	157691
636558873	67324
343205649	405782
645320085	43131
228715345	1334
343198570	380392
798982255	70771
636560125	72360
310975109	1564
265678710	231233
343206272	1336250
631252864	392589
343202734	694435
343205625	398235
645320662	768065
672238965	1502358
219846496	1652
645321657	1236046
343200802	413964
631250848	39487
636560212	490185
219846756	53343
310974934	1391
219846345	936155
219857359	105483
645322334	39060
219846355	2752
485099110	527021
645319863	65058
265678579	88568
602267003	727
631252311	413811
566085171	762261
645322327	1824
444303963	951
636559002	442528
444439534	637909
636559853	644107
636559281	314583
645321523	1235557
444439462	399742
631252126	99675
310975014	44001
444439690	492670
265678356	259059
343198745	338644
507148119	523846
636560828	543877
507148063	710685
645319937	663949
343202459	285729
444439734	891391
645321727	869886
343201095	1571
645321299	512643
444439517	545776
449372138	743974
343203089	28080
219846093	216874
343206235	703
636558414	765420
636560031	68249
645319817	104087
343202622	274058
219857370	109329
343202715	291989
343201428	158836
219846681	161920
265678601	104087
343206172	948
343198976	429727
636558884	301388
310974986	33977
343200232	70993
636560201	486956
507147967	398511
645320007	184756
636558771	66873
219857597	171286
645322394	40578
444303871	834
566085446	1082580
343198879	394091
631251543	481353
645321476	1208308
645320359	771875
566085280	942866
444439484	59201
631252344	1076124
343201533	272917
631252434	104100
636560850	561088
645319952	659444
631251447	407964
631252793	64104
343203725	381706
699005379	1218492
645321452	66896
343201534	273376
636559611	68256
265678499	61648
645321370	340101
219878399	206041
645322499	415426
343202810	318434
219878269	126156
219878461	234908
343201173	204039
219856902	68570
566084931	669041
265678527	58290
310975073	269420
559795365	366648
343200600	311230
228721493	1952
636558736	46677
645320718	870482
631252232	660517
343200647	346911
219857200	248907
343200931	453573
566085391	1048221
343206386	69219
631252168	1781
219846833	63959
645319647	714549
636560643	584605
444439555	940
636559877	171283
219878411	86840
559795343	34062
645320527	45067
219878400	195913
343202532	243701
265678888	83559
631252532	13690
631252083	931531
343198797	361055
558508644	1249
444439601	1203471
343205718	416586
343201713	1587
343206027	566021
224581437	115555
559795195	523849
343205357	386056
343198705	324952
636558592	1159753
645322019	38289
343202340	444440
470466710	74313
645322541	60547
219846061	160404
636560870	590849
645320885	1597
343201128	71152
343199035	53393
636558905	152331
444303975	148813
343200627	338584
636559892	1224748
343202935	58119
566085487	1119057
343202508	237679
631250835	74311
343200827	400055
444439661	420246
444439458	1008459
645320578	545
343198945	937777
343201672	83460
645321558	60890
645320546	1406
631251156	67327
219857500	130796
343204438	372072
265678315	105612
631252400	552
470466041	1131707
636560128	483913
343200970	481720
636558540	309807
636558532	1006000
343199018	450362
343200356	270915
699005401	1274358
645320819	890425
224581450	163869
343198449	180332
636558870	236814
636560676	589872
631251147	67275
343200512	1933
343198941	419596
631251347	34
219857488	119981
636559277	1408
636559310	1900
343204811	35620
343199124	1516
310974903	217068
636559231	263511
343204052	1075
219857145	153496
672238985	929794
631251657	69527
636558487	119072
631251408	1914
507147987	550
631252017	1230456
645320864	988801
645321668	996
343198624	303380
636560365	531814
343202863	68187
559795261	1276219
343200848	407019
310974950	90975
219846348	216
343204312	1121026
636559828	412034
636558716	71281
219857623	195801
265678819	160846
631252572	1376
343200639	150056
631250958	89784
631252066	912552
219846104	218208
219846177	244292
444304209	39491
228715353	160791
566084964	908615
265678452	95161
645320851	114692
631251762	661498
343198556	242698
631252553	59842
566085467	1149773
631253230	908285
219846839	53399
343206314	1245475
645319858	1041977
631253193	762833
343202507	235987
645319778	2376
602269334	56779
645322037	1646
444439507	271098
636558504	28106
219878279	112903
631251692	619741
470467636	7
265678345	223788
636559079	123812
343198694	321265
343200502	68277
219857133	58346
631251014	54910
343202247	392416
636559359	1957
219857364	649764
645322007	552
645319873	553481
343200175	113565
672239121	29360
343200539	66883
526641920	242231
343202455	209649
343201659	316997
566084814	292222
631251592	357761
343202985	1893
672238942	575256
444303994	84378
636559086	1911
219857635	185641
631253036	93973
219846827	84135
566085493	1132696
343200591	470145
343205782	295428
631252210	28446
672239066	1280844
444439461	246195
636560641	582418
559795107	407159
631252751	122960
566085031	670054
343201270	33889
672239034	1260629
343205708	415425
645321491	74308
265678904	60549
645321167	1206722
566085160	1219257
343200534	66865
799041794	76887
310975038	29382
672238850	113618
343200264	212021
219857426	713585
343200345	269660
343201443	224438
631251861	1167628
631251021	241425
265678774	234835
265678372	61623
343202672	283702
636560722	685706
343200916	444918
219846434	693978
636558583	997352
631251049	285444
219846267	34004
631253087	568898
343201619	295069
219846311	276
265678692	214851
631252705	1352
265678584	74316
631253191	1298735
636560461	379347
343201130	2100
636559282	316335
645321972	46158
645321152	215221
645322274	29486
343201373	114688
645321958	1996
631251237	2065
636559003	444923
636558441	92644
636560190	440514
645321848	13264
343205279	381665
526641918	122586
343201448	225849
265678564	78120
444304237	1239934
265678450	96940
343204524	374514
636559315	68173
631252684	241145
343202592	265719
631252492	2112
636559733	39645
636560358	64642
645322132	692420
631252261	553467
265678484	128782
636558899	310345
219856881	59803
343200952	477680
310975264	2021
645321724	300028
444439468	2743
485099075	200415
636559103	33910
631251550	141693
631251810	685454
343206203	48076
636560818	53361
645320989	1176492
566085210	870476
444303924	166501
645319928	940265
631252466	93380
343206168	238834
645321076	1000566
310975085	76124
631251798	676201
485099107	1208920
444304232	748280
566085265	913853
343202899	28213
219878331	162169
219846523	1368425
343198903	397271
631252414	28320
343198733	564835
631251280	173862
631252102	43057
566085077	706186
636560597	578215
631252329	69527
631251098	67265
219846889	88132
631251256	68188
265678437	110933
645321545	1249558
343206221	1782
602269354	1735
645321436	85698
636558469	96101
343206134	2198
631251190	68172
566085590	1229971
636559325	132473
219857339	78543
265678764	221725
265678475	118367
343206368	45067
631253211	471852
343206312	315405
645320835	29448
343204966	285572
566085173	759411
566084986	1017184
219857157	172042
343202811	319939
636559738	1737
636558564	160487
636559033	502832
219846559	36835
631251616	99286
631252451	300
645319639	324851
636559673	1309
343204948	47758
636560027	2238
219878202	28151
636560594	574956
254971328	41673
254971291	302484
645319783	83985
636559256	295028
219857213	888807
631251221	285515
219857633	196587
343203369	150026
444439676	93929
659364963	1394709
631252463	2124
659364734	1005039
444303790	64091
636560417	990287
444303840	256618
343198535	240167
343200363	1307951
699005453	1394
645322314	1710
631251649	585224
645320134	679259
558508635	37734
631252978	442714
645320485	1194427
444304080	311403
566084806	426114
636558939	135461
631252500	80876
343202847	66881
631251445	402877
636560443	549731
631250785	1122947
636559107	1822
645321560	60890
631252633	70993
343206159	739
645320420	202954
343205925	475082
343206269	392844
645321268	1133106
631251017	47500
636560039	452922
265678620	136274
254971289	768065
219846097	217215
566085242	908359
343200901	436515
265679023	56455
636558463	93220
444303836	67760
645320392	29323
219846399	859313
636559088	272844
219857414	115336
559795336	927
631252773	61150
636560053	470931
219846372	35768
343204027	364199
507148056	866777
631252252	553469
636558694	316
343202500	279113
219857288	84698
265678432	89051
219846086	214888
343201123	197
631251754	656744
558508646	69224
631252079	930805
645321384	335543
343200371	1955
444304140	171101
672239036	1195760
265678851	36826
631251934	1121308
343200812	398045
343201757	43617
310975001	375
219857136	54571
343202633	1203608
699005351	1471381
265678993	697303
343206132	2199
636558594	1112
265678797	243629
219878328	2035
645321535	29536
631252309	588898
631251277	284042
343200774	387090
485099100	1133592
636560777	257003
343200180	302911
343198489	197461
631251442	649747
636558843	225323
645321507	795359
645321551	331269
219846781	40683
343202243	391920
631252182	64702
343198598	650054
219856869	1089553
566084839	551987
631250924	1894
566085561	1173585
636560575	47759
631253031	88364
219846200	256034
343200629	38314
631251689	1218083
636559684	1061
265678807	258256
631251914	189723
631251672	1227487
219846452	53573
645321480	28184
343201420	195748
636559330	67265
444303847	31994
636559060	152706
645319794	131112
631252398	546
343205699	414052
219846278	42238
444439538	447471
254971297	35745
219878385	185007
631251267	284035
659365224	160386
343201471	242606
265678442	91823
631253190	1302250
631252343	63128
645322034	60552
636559171	200617
343201716	176292
343202829	1122975
343200825	398843
636560508	563735
631252929	203699
219846661	40223
636559326	66883
219846375	36743
507148083	482957
631251205	68263
219878254	117567
343202488	182640
631252450	40324
310975143	1280
265678571	83264
310975269	179467
631253186	1286190
343200132	88688
343202453	207954
343205760	421525
219857587	169765
699005402	1276110
343200621	67330
343198922	1260625
219878369	176290
645322234	29363
645322359	38311
343202584	263849
645321310	1268254
631252973	438752
645321083	69527
645320610	762643
566085576	1199156
219857611	178339
219857113	113562
823533256	70771
645321217	1283279
343202595	577650
631251838	1121874
645322396	52774
310974941	96230
343205978	502051
566084913	1190415
265678425	89184
310975020	160689
636558949	387340
645322271	672
645320064	670291
645322449	35763
645320699	393480
265678892	56946
265678343	217169
219878220	97481
636559629	336831
645322676	55209
631253158	699433
219846294	28444
636559741	379684
636559360	1971
566085629	1268273
343202401	492774
219846936	1934
645319777	2376
566084822	419934
631251010	797114
343200549	288966
645320679	861534
636559383	67354
343202644	279574
566084815	336292
645321383	643648
631252529	33052
343201892	380393
631250790	1076412
645322313	33897
254971332	49341
636560213	490189
631252418	82995
343204460	372663
559795124	80877
343203024	335973
526641922	216596
343202771	336804
343200987	490096
636558825	208445
343199073	745776
636560622	580872
631252511	285
645319814	1737
542123253	359
566085544	1168171
343200684	363849
645320140	682562
636560070	863372
631251959	1515
636558790	347257
636560542	630626
343200482	66427
310975240	41276
672239037	634177
310975068	192994
343206335	69969
343205594	1122607
343202305	419477
645320426	42448
645320796	871962
224581414	59561
343201677	108
636558754	169177
566084911	558165
636559179	238
636559416	986
566085116	1056982
343201305	68565
449372171	57975
343202925	43263
631251680	596085
265678303	83302
219857445	103816
444439688	396513
265678539	194197
645321731	1509
265679025	13725
343201753	365341
219846572	33917
343199007	553239
631251162	1312234
672238921	382673
695134888	152335
566085292	936889
636560384	542300
343198434	421
631251759	1218074
636560463	554083
631251443	1422
343201644	307480
343202262	397457
545589061	855
645321571	60890
631253106	1236517
699005417	1347788
558508562	546021
343201126	670
265678878	29449
343201387	104097
219857485	123822
631252103	1234672
444304228	35786
631251129	1923
566085585	1217274
444439482	1004787
219846610	36816
219846667	46469
444303786	88688
566085253	943941
636560620	578463
631251972	760260
343198642	669
566085636	1267564
558508591	570855
343200887	426702
631251829	1550
631252178	103891
254971294	523841
343200199	44252
636558438	68239
636559201	574096
645320348	1596
631251094	67369
636560226	1121288
343206047	28128
631251618	229204
526641947	1290427
645320046	1206723
265678365	224030
343205955	490829
631251974	1437609
566084791	1188745
343198940	419597
343200822	398555
659364582	879
265678760	218140
645320987	60547
219846475	398
645321992	1877
636559072	58135
636560565	586416
219846411	147065
343198420	589924
254971318	339860
254971325	547559
659364540	89154
219857449	112235
645319554	634155
219878218	171260
343202249	393006
343198965	439219
631252692	935557
343204642	457570
566085293	421115
636559668	888745
343202497	40576
265678351	228601
566085657	1324766
343201106	135079
219857365	89050
631251825	1262449
444439587	564
343200971	481722
631253113	564415
219846246	1082
444304051	182217
507147988	634956
343205958	491745
254971279	90909
636559697	372655
636559899	67368
444303878	240292
566084821	418699
631251791	673561
343200126	1629
631251863	717607
228719858	57029
699005408	1323731
631251471	732242
444439444	322098
636558871	278990
645320027	279262
559795285	83262
672238938	544311
343200752	317658
631251399	89050
219857495	121291
631251150	67295
631252688	391587
645321411	1245469
444304012	239935
310975181	84292
343198487	244407
631252761	1366
636559523	1479
343202931	47883
265679037	70255
645321294	29471
444303822	31998
444439617	83561
343200517	66892
310975029	1455
310975033	29379
343202792	280504
343199099	552810
343200190	537011
566084995	1050174
219846762	51195
444439502	319224
265678917	120
343205809	433646
636560157	1107882
636560861	579108
645322113	1317
343202796	1094466
699005312	1391653
559795400	1424659
645320713	99286
219857371	112140
566085238	890055
343206033	541095
636558622	292566
631252800	364763
631253155	301092
672238874	1265935
444303937	181486
343200891	429340
444304004	743525
636560252	502259
265678789	236511
219846284	56146
219846870	75105
631252663	187304
631250798	83555
558508636	155042
645321363	1131610
661903056	547122
631252926	69974
219857271	75612
645322086	1800
219857476	76630
343198896	1121921
310974935	47500
343198877	48
444304030	272563
631251500	450800
645321279	173860
343200835	1650
343202874	67382
636560645	584607
343201320	137266
631252330	797303
631251629	571911
636559946	445710
672238867	1082276
636559565	58110
645320525	1497
343202614	287487
507148049	80867
631252192	168379
645322638	587851
444439662	315750
343198719	329993
343201298	34101
672238982	796944
343201648	93929
645319845	996115
219857628	182838
631253148	1222336
265678894	57001
219846554	1267
470466122	414684
343199063	638849
636559070	163604
631251853	715028
343200352	354
219856832	62140
645319870	1034471
343201361	51663
310975096	42422
444304027	202747
636558567	160487
219878347	119000
636560674	591203
343206282	47482
310974902	149712
444439532	316275
265678481	135740
343198494	29374
645320794	871959
636558803	43304
265678586	756272
631252795	119858
444439433	159087
636559306	1960
219846643	43665
343201636	304895
219846065	1315283
636560267	505254
636559482	1076
631251197	68183
645322168	1633
631251302	66424
559795126	983
343200876	415217
631251834	1264
343198731	333140
645320354	1072256
645320319	882211
228721490	84757
566085430	1073327
310975262	84022
631250984	927664
645320703	863227
636558384	1802
645321123	304077
343200765	379073
219878266	124798
672238855	1463979
672239030	1169025
566084858	554310
485099123	1322246
636559500	28037
219878348	40543
631250868	29443
343201744	362413
343201721	94625
343198662	306544
631253118	1445607
631251785	670154
343202694	413232
343205945	487317
631252327	373386
343199045	474957
645319963	660294
310975138	59310
343200981	742726
343198766	351614
343200626	338188
636560825	650508
636559643	198
636558549	915
254971254	519442
645322153	1174504
343203084	196
645322114	1310
566085262	914153
343204820	52259
631251115	29305
310975022	211760
219857175	209247
645320677	47879
566085130	349910
343200577	1091502
444439469	817
631250858	79264
343201297	960
636560579	114700
636559894	415956
645322660	471
254971330	49339
631252828	414288
699005328	333142
636560685	592378
636558760	114695
645321095	1037320
343198528	57704
343201337	77097
631252381	1631
254971283	229731
444304107	54261
631253033	1163408
645320367	74702
265678790	233583
343201168	191577
566085547	1175516
566084899	634159
631251346	330919
694190103	33945
219878294	233316
265678406	81408
343202914	47715
254971313	416585
631252549	180195
645321385	1741
631252669	93063
645320624	1206103
631252694	36856
219846414	46162
343199125	1757
219846135	224436
310974936	411470
343200100	196015
444439408	85874
507147997	511145
265678835	419665
631251808	680125
631252703	1351
343200131	33965
219857576	168469
219846671	28444
566084972	1036779
219846068	173560
343198693	320787
219857494	121290
566085605	1234544
219857247	72764
265678942	29365
343202951	511
343200418	67322
559795167	128802
631252931	65786
343200411	1903
672239063	1282883
545589118	1531
310975224	76122
343201568	284027
645320900	1095776
659364719	1379159
631252392	89584
219857217	60450
444304212	226185
636560392	494026
659365136	33994
343200392	1889
219857428	96941
343198632	305793
444303814	65
636559879	411670
219878375	158847
631250809	61651
558508579	502393
219846401	45658
343200488	285562
343202797	929562
219856897	88373
659364447	393662
636560539	568869
645321806	870187
636559599	384765
219878380	1245472
343198919	407035
219857447	927691
636560146	889204
631251317	35620
645322377	24
631253046	392593
219846580	1111737
343200096	1685
815729993	343412
631251733	85831
636559540	49283
645322300	37659
444439403	246196
636559669	1329
343202332	432303
631251989	1498
507148120	272942
343202627	274593
631253048	402147
343201422	200990
631251231	285531
265678553	207340
636560734	620914
343201507	176291
636559897	415851
631252744	257440
343198600	296842
631251923	997353
645322295	33919
343202486	226217
636559623	333728
444304122	290053
343198675	311182
645320516	283686
265678304	83682
636558738	29442
343205913	470826
343200538	103232
343201525	271433
219846261	524
219846723	46206
631251441	405212
636560629	1829
265678916	1462
645320614	40545
645322440	49319
645321234	1379258
636558881	297584
343201459	53358
265678831	54062
631253028	70775
631252075	742742
631251072	52258
631250823	64979
645319683	863522
631252233	179637
558508629	748008
343202754	314238
636558588	178338
343201254	911022
631251561	231049
444303823	1031710
343198531	768672
343202450	546364
636560270	209897
636558864	471
636559044	521158
444304161	596153
659365252	49338
645321135	33996
219846778	161889
631252563	40681
636558706	32016
343199008	446820
636559392	1884
645320100	1077285
645321692	2055
559795318	758823
343202825	321983
785794309	1521
602267019	2112
631251837	376620
343205601	568392
343200140	48936
343206064	39487
343200934	454146
343201245	554
542123252	76978
265678582	189426
343202635	286804
343201276	33911
645320299	1661
631251300	68261
219846598	37929
343200803	393250
265678311	159449
265678439	225971
699005331	1437453
645320925	454602
343201417	28223
672238877	1384459
219846440	51123
219857194	267745
343199040	468911
343200784	392011
343200142	197700
343206208	66269
566085220	875042
566084833	505389
559795346	158849
